ID,state
15800,Worthlessness
15801,Nausea
15802,Death
15803,Pain
15804,Stress
15805,Death
15806,Tears
15807,Dread
15808,Fatigue
15809,Despair
15810,Stress
15811,Fatigue
15812,Anxiety
15813,Stress
15814,Despair
15815,Anxiety
15816,Pain
15817,Death
15818,Fatigue
15819,Death
15820,Nausea
15821,Death
15822,Death
15823,Pain
15824,Tears
15825,Tears
15826,Anxiety
15827,Anxiety
15828,Death
15829,Dread
15830,Dread
15831,Anxiety
15832,Pain
15833,Anxiety
15834,Worthlessness
15835,Despair
15836,Pain
15837,Anxiety
15838,Pain
15839,Nausea
15840,Pain
15841,Anxiety
15842,Dread
15843,Despair
15844,Stress
15845,Nausea
15846,Stress
15847,Stress
15848,Stress
15849,Pain
15850,Stress
15851,Despair
15852,Dread
15853,Worthlessness
15854,Nausea
15855,Pain
15856,Anxiety
15857,Tears
15858,Stress
15859,Worthlessness
15860,Nausea
15861,Pain
15862,Tears
15863,Fatigue
15864,Pain
15865,Death
15866,Despair
15867,Worthlessness
15868,Despair
15869,Anxiety
15870,Pain
15871,Nausea
15872,Death
15873,Tears
15874,Tears
15875,Despair
15876,Stress
15877,Despair
15878,Death
15879,Nausea
15880,Tears
15881,Nausea
15882,Dread
15883,Tears
15884,Despair
15885,Pain
15886,Anxiety
15887,Nausea
15888,Despair
15889,Pain
15890,Despair
15891,Pain
15892,Dread
15893,Anxiety
15894,Anxiety
15895,Pain
15896,Stress
15897,Anxiety
15898,Tears
15899,Tears
15900,Death
15901,Worthlessness
15902,Death
15903,Anxiety
15904,Worthlessness
15905,Nausea
15906,Anxiety
15907,Despair
15908,Despair
15909,Dread
15910,Stress
15911,Anxiety
15912,Fatigue
15913,Nausea
15914,Anxiety
15915,Stress
15916,Pain
15917,Stress
15918,Nausea
15919,Nausea
15920,Anxiety
15921,Dread
15922,Pain
15923,Pain
15924,Anxiety
15925,Despair
15926,Death
15927,Stress
15928,Pain
15929,Dread
15930,Worthlessness
15931,Tears
15932,Tears
15933,Worthlessness
15934,Worthlessness
15935,Tears
15936,Worthlessness
15937,Pain
15938,Dread
15939,Worthlessness
15940,Nausea
15941,Death
15942,Despair
15943,Dread
15944,Dread
15945,Despair
15946,Despair
15947,Stress
15948,Dread
15949,Tears
15950,Anxiety
15951,Anxiety
15952,Death
15953,Anxiety
15954,Death
15955,Anxiety
15956,Fatigue
15957,Pain
15958,Dread
15959,Worthlessness
15960,Despair
15961,Despair
15962,Stress
15963,Fatigue
15964,Anxiety
15965,Tears
15966,Nausea
15967,Fatigue
15968,Stress
15969,Death
15970,Pain
15971,Stress
15972,Dread
15973,Worthlessness
15974,Death
15975,Tears
15976,Pain
15977,Despair
15978,Nausea
15979,Worthlessness
15980,Fatigue
15981,Stress
15982,Tears
15983,Stress
15984,Anxiety
15985,Despair
15986,Stress
15987,Despair
15988,Fatigue
15989,Pain
15990,Death
15991,Nausea
15992,Fatigue
15993,Pain
15994,Dread
15995,Despair
15996,Anxiety
15997,Stress
15998,Tears
15999,Stress
16000,Dread
16001,Anxiety
16002,Pain
16003,Dread
16004,Fatigue
16005,Tears
16006,Fatigue
16007,Worthlessness
16008,Fatigue
16009,Despair
16010,Death
16011,Dread
16012,Tears
16013,Stress
16014,Stress
16015,Anxiety
16016,Despair
16017,Nausea
16018,Dread
16019,Dread
16020,Anxiety
16021,Fatigue
16022,Dread
16023,Stress
16024,Stress
16025,Tears
16026,Worthlessness
16027,Death
16028,Despair
16029,Death
16030,Fatigue
16031,Death
16032,Worthlessness
16033,Death
16034,Despair
16035,Nausea
16036,Death
16037,Tears
16038,Tears
16039,Tears
16040,Dread
16041,Anxiety
16042,Stress
16043,Anxiety
16044,Despair
16045,Worthlessness
16046,Stress
16047,Pain
16048,Tears
16049,Worthlessness
16050,Death
16051,Nausea
16052,Nausea
16053,Pain
16054,Despair
16055,Worthlessness
16056,Worthlessness
16057,Despair
16058,Despair
16059,Worthlessness
16060,Anxiety
16061,Anxiety
16062,Tears
16063,Fatigue
16064,Pain
16065,Tears
16066,Tears
16067,Stress
16068,Death
16069,Pain
16070,Despair
16071,Death
16072,Dread
16073,Nausea
16074,Stress
16075,Despair
16076,Fatigue
16077,Fatigue
16078,Death
16079,Fatigue
16080,Death
16081,Anxiety
16082,Pain
16083,Death
16084,Nausea
16085,Stress
16086,Fatigue
16087,Worthlessness
16088,Anxiety
16089,Nausea
16090,Fatigue
16091,Despair
16092,Despair
16093,Fatigue
16094,Despair
16095,Nausea
16096,Tears
16097,Fatigue
16098,Pain
16099,Fatigue
16100,Nausea
16101,Anxiety
16102,Nausea
16103,Pain
16104,Anxiety
16105,Despair
16106,Death
16107,Worthlessness
16108,Anxiety
16109,Worthlessness
16110,Pain
16111,Death
16112,Death
16113,Dread
16114,Stress
16115,Death
16116,Worthlessness
16117,Worthlessness
16118,Worthlessness
16119,Worthlessness
16120,Fatigue
16121,Fatigue
16122,Despair
16123,Anxiety
16124,Tears
16125,Despair
16126,Dread
16127,Death
16128,Tears
16129,Dread
16130,Nausea
16131,Tears
16132,Death
16133,Fatigue
16134,Nausea
16135,Worthlessness
16136,Pain
16137,Fatigue
16138,Pain
16139,Despair
16140,Dread
16141,Stress
16142,Despair
16143,Despair
16144,Anxiety
16145,Despair
16146,Worthlessness
16147,Worthlessness
16148,Pain
16149,Worthlessness
16150,Tears
16151,Despair
16152,Worthlessness
16153,Fatigue
16154,Worthlessness
16155,Dread
16156,Anxiety
16157,Fatigue
16158,Death
16159,Pain
16160,Fatigue
16161,Fatigue
16162,Despair
16163,Anxiety
16164,Despair
16165,Fatigue
16166,Stress
16167,Despair
16168,Tears
16169,Worthlessness
16170,Worthlessness
16171,Pain
16172,Fatigue
16173,Pain
16174,Dread
16175,Nausea
16176,Death
16177,Tears
16178,Pain
16179,Fatigue
16180,Nausea
16181,Tears
16182,Worthlessness
16183,Nausea
16184,Pain
16185,Dread
16186,Despair
16187,Fatigue
16188,Nausea
16189,Tears
16190,Stress
16191,Tears
16192,Tears
16193,Fatigue
16194,Stress
16195,Nausea
16196,Dread
16197,Worthlessness
16198,Fatigue
16199,Dread
16200,Nausea
16201,Despair
16202,Nausea
16203,Pain
16204,Tears
16205,Tears
16206,Worthlessness
16207,Fatigue
16208,Fatigue
16209,Despair
16210,Despair
16211,Tears
16212,Nausea
16213,Fatigue
16214,Anxiety
16215,Worthlessness
16216,Death
16217,Nausea
16218,Fatigue
16219,Despair
16220,Stress
16221,Death
16222,Dread
16223,Despair
16224,Stress
16225,Nausea
16226,Pain
16227,Tears
16228,Dread
16229,Stress
16230,Death
16231,Anxiety
16232,Fatigue
16233,Fatigue
16234,Fatigue
16235,Death
16236,Nausea
16237,Tears
16238,Fatigue
16239,Stress
16240,Death
16241,Tears
16242,Tears
16243,Dread
16244,Pain
16245,Anxiety
16246,Pain
16247,Despair
16248,Stress
16249,Stress
16250,Stress
16251,Nausea
16252,Despair
16253,Worthlessness
16254,Pain
16255,Stress
16256,Tears
16257,Worthlessness
16258,Anxiety
16259,Anxiety
16260,Worthlessness
16261,Despair
16262,Dread
16263,Tears
16264,Nausea
16265,Stress
16266,Despair
16267,Pain
16268,Dread
16269,Dread
16270,Dread
16271,Pain
16272,Pain
16273,Stress
16274,Worthlessness
16275,Worthlessness
16276,Stress
16277,Tears
16278,Despair
16279,Worthlessness
16280,Fatigue
16281,Dread
16282,Dread
16283,Nausea
16284,Anxiety
16285,Dread
16286,Anxiety
16287,Fatigue
16288,Stress
16289,Fatigue
16290,Fatigue
16291,Anxiety
16292,Worthlessness
16293,Fatigue
16294,Tears
16295,Worthlessness
16296,Anxiety
16297,Despair
16298,Fatigue
16299,Pain
16300,Death
16301,Tears
16302,Despair
16303,Dread
16304,Tears
16305,Death
16306,Fatigue
16307,Death
16308,Death
16309,Pain
16310,Death
16311,Pain
16312,Anxiety
16313,Pain
16314,Anxiety
16315,Anxiety
16316,Worthlessness
16317,Anxiety
16318,Anxiety
16319,Tears
16320,Pain
16321,Despair
16322,Death
16323,Fatigue
16324,Anxiety
16325,Fatigue
16326,Fatigue
16327,Dread
16328,Tears
16329,Stress
16330,Death
16331,Fatigue
16332,Death
16333,Nausea
16334,Stress
16335,Stress
16336,Dread
16337,Stress
16338,Worthlessness
16339,Death
16340,Worthlessness
16341,Dread
16342,Worthlessness
16343,Tears
16344,Worthlessness
16345,Despair
16346,Worthlessness
16347,Death
16348,Dread
16349,Dread
16350,Pain
16351,Stress
16352,Dread
16353,Pain
16354,Tears
16355,Despair
16356,Despair
16357,Fatigue
16358,Nausea
16359,Despair
16360,Anxiety
16361,Death
16362,Pain
16363,Fatigue
16364,Dread
16365,Death
16366,Tears
16367,Dread
16368,Dread
16369,Nausea
16370,Dread
16371,Pain
16372,Fatigue
16373,Nausea
16374,Nausea
16375,Death
16376,Stress
16377,Death
16378,Fatigue
16379,Anxiety
16380,Nausea
16381,Dread
16382,Dread
16383,Despair
16384,Fatigue
16385,Stress
16386,Death
16387,Fatigue
16388,Fatigue
16389,Pain
16390,Despair
16391,Fatigue
16392,Dread
16393,Tears
16394,Anxiety
16395,Stress
16396,Worthlessness
16397,Stress
16398,Death
16399,Despair
16400,Anxiety
16401,Pain
16402,Dread
16403,Dread
16404,Tears
16405,Anxiety
16406,Death
16407,Fatigue
16408,Pain
16409,Nausea
16410,Tears
16411,Stress
16412,Death
16413,Death
16414,Stress
16415,Tears
16416,Pain
16417,Stress
16418,Stress
16419,Nausea
16420,Tears
16421,Despair
16422,Stress
16423,Despair
16424,Stress
16425,Stress
16426,Anxiety
16427,Fatigue
16428,Fatigue
16429,Pain
16430,Worthlessness
16431,Fatigue
16432,Pain
16433,Anxiety
16434,Nausea
16435,Death
16436,Stress
16437,Despair
16438,Stress
16439,Pain
16440,Anxiety
16441,Death
16442,Nausea
16443,Nausea
16444,Fatigue
16445,Nausea
16446,Tears
16447,Fatigue
16448,Pain
16449,Fatigue
16450,Dread
16451,Despair
16452,Despair
16453,Stress
16454,Worthlessness
16455,Death
16456,Death
16457,Nausea
16458,Despair
16459,Pain
16460,Tears
16461,Nausea
16462,Nausea
16463,Death
16464,Stress
16465,Anxiety
16466,Dread
16467,Tears
16468,Pain
16469,Pain
16470,Tears
16471,Stress
16472,Despair
16473,Dread
16474,Death
16475,Tears
16476,Death
16477,Dread
16478,Nausea
16479,Pain
16480,Dread
16481,Death
16482,Pain
16483,Worthlessness
16484,Pain
16485,Worthlessness
16486,Anxiety
16487,Pain
16488,Despair
16489,Anxiety
16490,Anxiety
16491,Anxiety
16492,Stress
16493,Anxiety
16494,Despair
16495,Nausea
16496,Death
16497,Despair
16498,Dread
16499,Dread
16500,Pain
16501,Nausea
16502,Despair
16503,Despair
16504,Fatigue
16505,Worthlessness
16506,Death
16507,Pain
16508,Death
16509,Tears
16510,Dread
16511,Tears
16512,Tears
16513,Despair
16514,Worthlessness
16515,Nausea
16516,Nausea
16517,Pain
16518,Death
16519,Dread
16520,Death
16521,Pain
16522,Pain
16523,Despair
16524,Anxiety
16525,Worthlessness
16526,Worthlessness
16527,Dread
16528,Death
16529,Pain
16530,Death
16531,Fatigue
16532,Pain
16533,Stress
16534,Stress
16535,Tears
16536,Death
16537,Nausea
16538,Despair
16539,Despair
16540,Dread
16541,Stress
16542,Anxiety
16543,Dread
16544,Dread
16545,Worthlessness
16546,Nausea
16547,Fatigue
16548,Pain
16549,Tears
16550,Dread
16551,Tears
16552,Dread
16553,Worthlessness
16554,Stress
16555,Tears
16556,Stress
16557,Dread
16558,Nausea
16559,Stress
16560,Tears
16561,Worthlessness
16562,Stress
16563,Pain
16564,Nausea
16565,Pain
16566,Dread
16567,Nausea
16568,Tears
16569,Stress
16570,Anxiety
16571,Death
16572,Despair
16573,Nausea
16574,Pain
16575,Tears
16576,Tears
16577,Worthlessness
16578,Dread
16579,Pain
16580,Death
16581,Fatigue
16582,Nausea
16583,Pain
16584,Stress
16585,Dread
16586,Nausea
16587,Despair
16588,Tears
16589,Tears
16590,Stress
16591,Death
16592,Stress
16593,Tears
16594,Fatigue
16595,Tears
16596,Nausea
16597,Pain
16598,Worthlessness
16599,Worthlessness
16600,Dread
16601,Nausea
16602,Pain
16603,Anxiety
16604,Pain
16605,Fatigue
16606,Nausea
16607,Stress
16608,Dread
16609,Despair
16610,Tears
16611,Fatigue
16612,Pain
16613,Dread
16614,Fatigue
16615,Nausea
16616,Stress
16617,Death
16618,Tears
16619,Tears
16620,Tears
16621,Stress
16622,Tears
16623,Pain
16624,Stress
16625,Worthlessness
16626,Despair
16627,Worthlessness
16628,Despair
16629,Fatigue
16630,Worthlessness
16631,Anxiety
16632,Tears
16633,Dread
16634,Pain
16635,Fatigue
16636,Fatigue
16637,Despair
16638,Anxiety
16639,Tears
16640,Fatigue
16641,Death
16642,Fatigue
16643,Nausea
16644,Worthlessness
16645,Death
16646,Worthlessness
16647,Fatigue
16648,Pain
16649,Stress
16650,Death
16651,Death
16652,Nausea
16653,Anxiety
16654,Nausea
16655,Despair
16656,Anxiety
16657,Fatigue
16658,Despair
16659,Fatigue
16660,Pain
16661,Dread
16662,Stress
16663,Fatigue
16664,Death
16665,Anxiety
16666,Fatigue
16667,Death
16668,Pain
16669,Tears
16670,Nausea
16671,Despair
16672,Fatigue
16673,Fatigue
16674,Worthlessness
16675,Worthlessness
16676,Anxiety
16677,Pain
16678,Nausea
16679,Pain
16680,Worthlessness
16681,Despair
16682,Tears
16683,Dread
16684,Fatigue
16685,Nausea
16686,Nausea
16687,Dread
16688,Fatigue
16689,Anxiety
16690,Dread
16691,Nausea
16692,Dread
16693,Tears
16694,Despair
16695,Dread
16696,Tears
16697,Death
16698,Death
16699,Worthlessness
16700,Nausea
16701,Despair
16702,Tears
16703,Nausea
16704,Stress
16705,Anxiety
16706,Stress
16707,Death
16708,Despair
16709,Anxiety
16710,Death
16711,Stress
16712,Death
16713,Stress
16714,Dread
16715,Stress
16716,Dread
16717,Tears
16718,Stress
16719,Worthlessness
16720,Worthlessness
16721,Anxiety
16722,Pain
16723,Dread
16724,Anxiety
16725,Tears
16726,Dread
16727,Tears
16728,Worthlessness
16729,Stress
16730,Stress
16731,Tears
16732,Worthlessness
16733,Pain
16734,Death
16735,Despair
16736,Stress
16737,Death
16738,Dread
16739,Tears
16740,Stress
16741,Fatigue
16742,Pain
16743,Anxiety
16744,Tears
16745,Fatigue
16746,Nausea
16747,Fatigue
16748,Dread
16749,Fatigue
16750,Fatigue
16751,Stress
16752,Fatigue
16753,Worthlessness
16754,Worthlessness
16755,Death
16756,Worthlessness
16757,Death
16758,Worthlessness
16759,Dread
16760,Anxiety
16761,Worthlessness
16762,Fatigue
16763,Pain
16764,Worthlessness
16765,Worthlessness
16766,Despair
16767,Anxiety
16768,Tears
16769,Worthlessness
16770,Despair
16771,Pain
16772,Tears
16773,Tears
16774,Tears
16775,Anxiety
16776,Stress
16777,Dread
16778,Tears
16779,Tears
16780,Anxiety
16781,Despair
16782,Dread
16783,Worthlessness
16784,Despair
16785,Dread
16786,Tears
16787,Dread
16788,Pain
16789,Pain
16790,Dread
16791,Pain
16792,Tears
16793,Dread
16794,Tears
16795,Tears
16796,Anxiety
16797,Death
16798,Dread
16799,Stress
16800,Stress
16801,Death
16802,Fatigue
16803,Stress
16804,Worthlessness
16805,Death
16806,Nausea
16807,Nausea
16808,Despair
16809,Dread
16810,Stress
16811,Dread
16812,Anxiety
16813,Despair
16814,Death
16815,Tears
16816,Worthlessness
16817,Tears
16818,Despair
16819,Fatigue
16820,Anxiety
16821,Worthlessness
16822,Dread
16823,Fatigue
16824,Tears
16825,Tears
16826,Dread
16827,Stress
16828,Death
16829,Despair
16830,Tears
16831,Despair
16832,Fatigue
16833,Nausea
16834,Fatigue
16835,Pain
16836,Despair
16837,Anxiety
16838,Stress
16839,Fatigue
16840,Fatigue
16841,Death
16842,Tears
16843,Stress
16844,Death
16845,Dread
16846,Anxiety
16847,Anxiety
16848,Anxiety
16849,Anxiety
16850,Fatigue
16851,Death
16852,Worthlessness
16853,Dread
16854,Despair
16855,Pain
16856,Dread
16857,Dread
16858,Pain
16859,Worthlessness
16860,Despair
16861,Death
16862,Dread
16863,Dread
16864,Fatigue
16865,Despair
16866,Despair
16867,Death
16868,Tears
16869,Despair
16870,Stress
16871,Worthlessness
16872,Stress
16873,Anxiety
16874,Anxiety
16875,Worthlessness
16876,Tears
16877,Tears
16878,Tears
16879,Worthlessness
16880,Despair
16881,Stress
16882,Stress
16883,Nausea
16884,Worthlessness
16885,Worthlessness
16886,Fatigue
16887,Pain
16888,Fatigue
16889,Tears
16890,Stress
16891,Pain
16892,Fatigue
16893,Stress
16894,Worthlessness
16895,Tears
16896,Fatigue
16897,Nausea
16898,Stress
16899,Fatigue
16900,Stress
16901,Anxiety
16902,Anxiety
16903,Nausea
16904,Pain
16905,Fatigue
16906,Stress
16907,Despair
16908,Death
16909,Nausea
16910,Death
16911,Dread
16912,Anxiety
16913,Dread
16914,Anxiety
16915,Worthlessness
16916,Worthlessness
16917,Despair
16918,Nausea
16919,Stress
16920,Death
16921,Pain
16922,Stress
16923,Dread
16924,Death
16925,Death
16926,Death
16927,Despair
16928,Dread
16929,Tears
16930,Stress
16931,Nausea
16932,Worthlessness
16933,Pain
16934,Stress
16935,Tears
16936,Pain
16937,Death
16938,Fatigue
16939,Dread
16940,Despair
16941,Tears
16942,Anxiety
16943,Stress
16944,Worthlessness
16945,Dread
16946,Stress
16947,Worthlessness
16948,Stress
16949,Fatigue
16950,Anxiety
16951,Despair
16952,Worthlessness
16953,Despair
16954,Dread
16955,Despair
16956,Tears
16957,Despair
16958,Nausea
16959,Pain
16960,Anxiety
16961,Tears
16962,Despair
16963,Anxiety
16964,Death
16965,Nausea
16966,Fatigue
16967,Pain
16968,Despair
16969,Despair
16970,Pain
16971,Death
16972,Pain
16973,Dread
16974,Death
16975,Nausea
16976,Nausea
16977,Nausea
16978,Fatigue
16979,Dread
16980,Dread
16981,Pain
16982,Fatigue
16983,Anxiety
16984,Tears
16985,Fatigue
16986,Nausea
16987,Death
16988,Pain
16989,Nausea
16990,Fatigue
16991,Dread
16992,Death
16993,Stress
16994,Death
16995,Nausea
16996,Fatigue
16997,Death
16998,Pain
16999,Despair
17000,Despair
17001,Anxiety
17002,Worthlessness
17003,Anxiety
17004,Pain
17005,Dread
17006,Anxiety
17007,Pain
17008,Despair
17009,Despair
17010,Death
17011,Stress
17012,Nausea
17013,Nausea
17014,Despair
17015,Fatigue
17016,Anxiety
17017,Dread
17018,Tears
17019,Dread
17020,Stress
17021,Fatigue
17022,Stress
17023,Dread
17024,Anxiety
17025,Death
17026,Tears
17027,Death
17028,Death
17029,Worthlessness
17030,Tears
17031,Death
17032,Anxiety
17033,Nausea
17034,Fatigue
17035,Dread
17036,Death
17037,Pain
17038,Tears
17039,Death
17040,Worthlessness
17041,Anxiety
17042,Death
17043,Death
17044,Anxiety
17045,Despair
17046,Stress
17047,Worthlessness
17048,Death
17049,Stress
17050,Death
17051,Despair
17052,Tears
17053,Anxiety
17054,Nausea
17055,Death
17056,Dread
17057,Death
17058,Stress
17059,Dread
17060,Dread
17061,Dread
17062,Stress
17063,Worthlessness
17064,Pain
17065,Nausea
17066,Tears
17067,Fatigue
17068,Anxiety
17069,Nausea
17070,Tears
17071,Dread
17072,Nausea
17073,Tears
17074,Tears
17075,Tears
17076,Anxiety
17077,Fatigue
17078,Death
17079,Fatigue
17080,Despair
17081,Nausea
17082,Stress
17083,Death
17084,Death
17085,Anxiety
17086,Anxiety
17087,Stress
17088,Fatigue
17089,Nausea
17090,Fatigue
17091,Dread
17092,Fatigue
17093,Stress
17094,Stress
17095,Worthlessness
17096,Tears
17097,Nausea
17098,Worthlessness
17099,Anxiety
17100,Stress
17101,Nausea
17102,Anxiety
17103,Worthlessness
17104,Anxiety
17105,Worthlessness
17106,Dread
17107,Death
17108,Death
17109,Dread
17110,Fatigue
17111,Nausea
17112,Tears
17113,Despair
17114,Tears
17115,Fatigue
17116,Nausea
17117,Nausea
17118,Dread
17119,Tears
17120,Fatigue
17121,Dread
17122,Dread
17123,Death
17124,Pain
17125,Nausea
17126,Tears
17127,Worthlessness
17128,Fatigue
17129,Anxiety
17130,Dread
17131,Stress
17132,Anxiety
17133,Stress
17134,Pain
17135,Stress
17136,Fatigue
17137,Fatigue
17138,Despair
17139,Nausea
17140,Stress
17141,Despair
17142,Pain
17143,Nausea
17144,Despair
17145,Nausea
17146,Stress
17147,Nausea
17148,Death
17149,Fatigue
17150,Nausea
17151,Tears
17152,Tears
17153,Nausea
17154,Anxiety
17155,Tears
17156,Pain
17157,Death
17158,Dread
17159,Despair
17160,Tears
17161,Anxiety
17162,Tears
17163,Pain
17164,Tears
17165,Tears
17166,Fatigue
17167,Fatigue
17168,Death
17169,Death
17170,Fatigue
17171,Worthlessness
17172,Death
17173,Pain
17174,Fatigue
17175,Fatigue
17176,Fatigue
17177,Despair
17178,Fatigue
17179,Pain
17180,Nausea
17181,Dread
17182,Stress
17183,Anxiety
17184,Tears
17185,Stress
17186,Dread
17187,Stress
17188,Fatigue
17189,Tears
17190,Tears
17191,Worthlessness
17192,Tears
17193,Stress
17194,Nausea
17195,Tears
17196,Anxiety
17197,Tears
17198,Despair
17199,Dread
17200,Stress
17201,Fatigue
17202,Despair
17203,Despair
17204,Pain
17205,Death
17206,Stress
17207,Stress
17208,Despair
17209,Fatigue
17210,Anxiety
17211,Stress
17212,Stress
17213,Tears
17214,Nausea
17215,Nausea
17216,Worthlessness
17217,Anxiety
17218,Pain
17219,Tears
17220,Anxiety
17221,Stress
17222,Nausea
17223,Anxiety
17224,Fatigue
17225,Anxiety
17226,Tears
17227,Fatigue
17228,Pain
17229,Death
17230,Fatigue
17231,Tears
17232,Worthlessness
17233,Despair
17234,Fatigue
17235,Tears
17236,Pain
17237,Fatigue
17238,Worthlessness
17239,Death
17240,Stress
17241,Stress
17242,Death
17243,Pain
17244,Nausea
17245,Nausea
17246,Pain
17247,Worthlessness
17248,Anxiety
17249,Pain
17250,Despair
17251,Death
17252,Despair
17253,Stress
17254,Anxiety
17255,Pain
17256,Dread
17257,Tears
17258,Fatigue
17259,Pain
17260,Anxiety
17261,Death
17262,Death
17263,Anxiety
17264,Tears
17265,Worthlessness
17266,Dread
17267,Fatigue
17268,Dread
17269,Fatigue
17270,Death
17271,Anxiety
17272,Stress
17273,Stress
17274,Anxiety
17275,Anxiety
17276,Despair
17277,Dread
17278,Worthlessness
17279,Nausea
17280,Anxiety
17281,Stress
17282,Pain
17283,Tears
17284,Fatigue
17285,Worthlessness
17286,Pain
17287,Despair
17288,Fatigue
17289,Dread
17290,Nausea
17291,Pain
17292,Tears
17293,Fatigue
17294,Despair
17295,Tears
17296,Fatigue
17297,Fatigue
17298,Worthlessness
17299,Dread
17300,Fatigue
17301,Death
17302,Anxiety
17303,Nausea
17304,Despair
17305,Nausea
17306,Dread
17307,Despair
17308,Fatigue
17309,Dread
17310,Dread
17311,Worthlessness
17312,Death
17313,Fatigue
17314,Stress
17315,Anxiety
17316,Anxiety
17317,Stress
17318,Despair
17319,Despair
17320,Pain
17321,Fatigue
17322,Worthlessness
17323,Anxiety
17324,Fatigue
17325,Worthlessness
17326,Anxiety
17327,Tears
17328,Nausea
17329,Pain
17330,Dread
17331,Death
17332,Pain
17333,Stress
17334,Stress
17335,Anxiety
17336,Nausea
17337,Tears
17338,Despair
17339,Worthlessness
17340,Worthlessness
17341,Fatigue
17342,Despair
17343,Fatigue
17344,Death
17345,Nausea
17346,Dread
17347,Fatigue
17348,Pain
17349,Anxiety
17350,Anxiety
17351,Dread
17352,Dread
17353,Tears
17354,Despair
17355,Dread
17356,Nausea
17357,Fatigue
17358,Worthlessness
17359,Tears
17360,Despair
17361,Tears
17362,Pain
17363,Worthlessness
17364,Stress
17365,Tears
17366,Nausea
17367,Worthlessness
17368,Worthlessness
17369,Tears
17370,Stress
17371,Tears
17372,Pain
17373,Worthlessness
17374,Stress
17375,Stress
17376,Dread
17377,Anxiety
17378,Death
17379,Worthlessness
17380,Stress
17381,Anxiety
17382,Death
17383,Stress
17384,Nausea
17385,Nausea
17386,Dread
17387,Dread
17388,Nausea
17389,Nausea
17390,Death
17391,Fatigue
17392,Dread
17393,Anxiety
17394,Dread
17395,Fatigue
17396,Nausea
17397,Pain
17398,Pain
17399,Dread
17400,Despair
17401,Dread
17402,Dread
17403,Anxiety
17404,Tears
17405,Tears
17406,Stress
17407,Anxiety
17408,Dread
17409,Pain
17410,Pain
17411,Nausea
17412,Anxiety
17413,Death
17414,Tears
17415,Worthlessness
17416,Fatigue
17417,Stress
17418,Tears
17419,Despair
17420,Dread
17421,Anxiety
17422,Stress
17423,Anxiety
17424,Despair
17425,Dread
17426,Despair
17427,Fatigue
17428,Nausea
17429,Death
17430,Death
17431,Stress
17432,Anxiety
17433,Nausea
17434,Stress
17435,Death
17436,Despair
17437,Stress
17438,Dread
17439,Anxiety
17440,Nausea
17441,Dread
17442,Despair
17443,Despair
17444,Stress
17445,Fatigue
17446,Death
17447,Tears
17448,Death
17449,Nausea
17450,Anxiety
17451,Pain
17452,Stress
17453,Pain
17454,Nausea
17455,Dread
17456,Dread
17457,Despair
17458,Stress
17459,Nausea
17460,Despair
17461,Anxiety
17462,Death
17463,Tears
17464,Stress
17465,Despair
17466,Despair
17467,Despair
17468,Death
17469,Nausea
17470,Death
17471,Nausea
17472,Tears
17473,Nausea
17474,Fatigue
17475,Pain
17476,Tears
17477,Tears
17478,Fatigue
17479,Nausea
17480,Nausea
17481,Despair
17482,Dread
17483,Death
17484,Anxiety
17485,Anxiety
17486,Worthlessness
17487,Tears
17488,Stress
17489,Nausea
17490,Nausea
17491,Worthlessness
17492,Death
17493,Nausea
17494,Dread
17495,Nausea
17496,Tears
17497,Anxiety
17498,Anxiety
17499,Despair
17500,Death
17501,Stress
17502,Pain
17503,Pain
17504,Worthlessness
17505,Fatigue
17506,Tears
17507,Worthlessness
17508,Pain
17509,Anxiety
17510,Fatigue
17511,Worthlessness
17512,Fatigue
17513,Dread
17514,Pain
17515,Death
17516,Anxiety
17517,Fatigue
17518,Pain
17519,Stress
17520,Nausea
17521,Fatigue
17522,Stress
17523,Anxiety
17524,Dread
17525,Dread
17526,Tears
17527,Dread
17528,Worthlessness
17529,Pain
17530,Worthlessness
17531,Pain
17532,Fatigue
17533,Dread
17534,Death
17535,Stress
17536,Stress
17537,Worthlessness
17538,Death
17539,Worthlessness
17540,Pain
17541,Worthlessness
17542,Fatigue
17543,Nausea
17544,Dread
17545,Stress
17546,Worthlessness
17547,Worthlessness
17548,Pain
17549,Anxiety
17550,Nausea
17551,Fatigue
17552,Death
17553,Despair
17554,Death
17555,Pain
17556,Tears
17557,Anxiety
17558,Anxiety
17559,Nausea
17560,Anxiety
17561,Tears
17562,Dread
17563,Despair
17564,Nausea
17565,Stress
17566,Nausea
17567,Stress
17568,Dread
17569,Pain
17570,Fatigue
17571,Dread
17572,Despair
17573,Tears
17574,Stress
17575,Stress
17576,Worthlessness
17577,Anxiety
17578,Anxiety
17579,Fatigue
17580,Death
17581,Death
17582,Despair
17583,Tears
17584,Anxiety
17585,Worthlessness
17586,Death
17587,Despair
17588,Anxiety
17589,Tears
17590,Fatigue
17591,Anxiety
17592,Fatigue
17593,Death
17594,Fatigue
17595,Anxiety
17596,Tears
17597,Stress
17598,Stress
17599,Despair
17600,Nausea
17601,Tears
17602,Tears
17603,Death
17604,Death
17605,Despair
17606,Fatigue
17607,Tears
17608,Pain
17609,Stress
17610,Despair
17611,Pain
17612,Pain
17613,Death
17614,Dread
17615,Dread
17616,Pain
17617,Nausea
17618,Nausea
17619,Nausea
17620,Worthlessness
17621,Nausea
17622,Fatigue
17623,Worthlessness
17624,Stress
